,id,code,buy_date,hold_days
1809,a13,A298050,20200728,6
1810,a13,A298050,20200904,1
1811,a13,A298050,20200908,10
1812,a13,A302430,20200702,16
1813,a13,A322000,20200720,1
1814,a13,A122990,20200911,4
1815,a13,A122990,20200909,1
1816,a13,A112610,20200911,4
1817,a13,A097520,20200519,1
1818,a13,A097520,20200122,11
1819,a13,A096630,20200218,1
1820,a13,A096530,20200319,1
1821,a13,A096530,20191113,40
1822,a13,A095700,20200828,8
1823,a13,A095700,20200804,1
1824,a13,A094480,20190404,72
1825,a13,A094360,20200804,18
1826,a13,A093370,20200901,1
1827,a13,A092190,20200609,4
1828,a13,A091990,20200130,12
1829,a13,A089030,20200702,4
1830,a13,A087260,20200812,3
1831,a13,A087260,20200408,1
1832,a13,A087260,20190403,157
1833,a13,A087010,20191217,18
1834,a13,A086040,20200615,23
1835,a13,A084850,20200221,1
1836,a13,A084850,20191115,31
1837,a13,A083550,20200403,2
1838,a13,A083450,20190904,4
1839,a13,A076610,20190521,1
1840,a13,A069410,20200520,65
1841,a13,A068760,20200326,3
1842,a13,A067900,20200723,7
1843,a13,A065660,20200805,5
1844,a13,A065660,20200413,23
1845,a13,A060720,20200902,2
1846,a13,A056360,20200107,21
1847,a13,A054940,20190725,14
1848,a13,A054670,20190917,17
1849,a13,A053590,20190702,12
1850,a13,A053300,20200714,1
1851,a13,A052260,20200420,9
1852,a13,A052260,20200309,2
1853,a13,A052260,20191202,27
1854,a13,A048530,20200519,5
1855,a13,A045390,20200703,1
1856,a13,A039860,20200110,25
1857,a13,A038680,20200901,12
1858,a13,A038070,20200615,25
1859,a13,A038070,20200417,35
1860,a13,A036420,20190422,10
1861,a13,A035420,20200420,3
1862,a13,A033340,20190620,49
1863,a13,A032500,20200408,3
1864,a13,A028300,20200813,18
1865,a13,A027360,20200206,8
1866,a13,A026890,20200211,2
1867,a13,A026890,20200207,1
1868,a13,A025980,20190701,46
1869,a13,A025820,20190522,20
1870,a13,A023590,20200916,1
1871,a13,A020150,20200117,15
1872,a13,A019170,20200819,15
1873,a13,A017890,20200407,1
1874,a13,A017800,20200619,8
1875,a13,A015860,20200811,26
1876,a13,A015590,20191120,5
1877,a13,A014100,20200219,1
1878,a13,A014100,20200128,2
1879,a13,A012700,20190826,53
1880,a13,A011930,20200907,11
1881,a13,A011000,20200804,6
1882,a13,A009680,20200910,5
1883,a13,A007570,20200331,1
1884,a13,A006490,20200109,9
1885,a13,A005690,20200409,2
1886,a13,A005690,20200323,1
1887,a13,A005690,20200309,1
1888,a13,A005690,20200305,1
1889,a13,A005500,20200911,2
1890,a13,A005500,20200721,2
1891,a13,A005500,20200507,31
1892,a13,A005500,20200217,3
1893,a13,A005390,20190509,8
1894,a13,A002720,20200826,1
1895,a13,A001820,20200812,3
1896,a13,A001820,20200727,10
1897,a13,A001820,20200710,10
1898,a13,A001820,20200302,1
1899,a13,A001820,20200122,12
1900,a13,A001060,20200421,2
1901,a13,A000520,20200827,6
1902,a13,A123040,20200115,6
1903,a13,A126880,20190626,6
1904,a13,A126880,20190718,84
1905,a13,A126880,20200910,8
1906,a13,A130500,20191203,41
1907,a13,A141080,20200602,6
1908,a13,A141080,20200917,3
1909,a13,A144510,20200330,1
1910,a13,A175250,20200803,4
1911,a13,A200230,20200826,1
1912,a13,A200710,20200226,1
1913,a13,A200710,20200305,4
1914,a13,A207760,20191113,1
1915,a13,A207760,20200605,4
1916,a13,A215360,20200414,2
1917,a13,A218410,20200320,1
1918,a13,A252500,20190423,5
1919,a13,A263050,20200413,1
1920,a13,A263050,20200423,12
1921,a13,A263700,20200303,2
1922,a13,A263700,20200309,2
1923,a13,A263700,20200318,1
1924,a13,A267320,20200324,1
1925,a13,A268600,20200325,1
1926,a14,A122350,20200804,15
1927,a14,A030530,20200813,65
1928,a14,A011790,20201126,2
1929,a14,A011790,20201113,6
1930,a14,A005930,20200831,45
1931,a15,A241820,20200326,1
1932,a15,A245620,20200514,14
1933,a15,A253840,20200519,51
1934,a15,A253840,20200731,8
1935,a15,A245620,20200327,4
1936,a15,A002210,20181105,425
1937,a15,A003000,20200617,17
1938,a15,A003010,20180919,78
1939,a15,A003010,20190128,365
1940,a15,A005690,20180516,474
1941,a15,A005860,20180612,485
1942,a15,A005930,20180508,396
1943,a15,A006980,20180612,441
1944,a15,A009520,20180529,77
1945,a15,A009520,20180919,76
1946,a15,A009520,20190122,10
1947,a15,A009520,20190212,358
1948,a15,A010140,20200316,9
1949,a15,A013810,20180528,467
1950,a15,A014790,20180607,444
1951,a15,A016790,20180607,529
1952,a15,A018620,20180614,162
1953,a15,A018620,20190308,262
1954,a15,A019170,20200408,46
1955,a15,A019170,20200710,51
1956,a15,A031860,20190610,209
1957,a15,A035890,20180618,438
1958,a15,A045390,20180608,160
1959,a15,A048410,20181102,158
1960,a15,A056080,20180607,2
1961,a15,A084650,20200318,6
1962,a15,A084650,20200403,2
1963,a15,A096530,20200316,3
1964,a15,A096530,20200320,3
1965,a15,A142280,20180927,377
1966,a15,A154030,20180612,88
1967,a15,A187420,20200323,3
1968,a16,A009830,20201022,11
1969,a16,A009830,20201111,6
1970,a16,A009830,20201130,2
1971,a16,A010170,20200526,1
1972,a16,A010950,20200212,4
1973,a16,A010950,20200317,1
1974,a16,A010950,20200320,3
1975,a16,A013810,20200924,1
1976,a16,A026890,20200715,3
1977,a16,A026890,20200723,2
1978,a16,A026890,20200730,1
1979,a16,A026890,20200806,1
1980,a16,A032620,20200713,1
1981,a16,A032850,20200706,2
1982,a16,A034020,20200901,2
1983,a16,A034020,20200908,2
1984,a16,A035720,20200708,2
1985,a16,A035720,20200804,3
1986,a16,A035900,20180921,2
1987,a16,A037270,20200910,1
1988,a16,A037270,20201124,1
1989,a16,A042670,20200401,2
1990,a16,A042670,20200406,3
1991,a16,A042670,20200410,25
1992,a16,A042670,20200609,4
1993,a16,A042670,20200616,14
1994,a16,A042670,20200807,11
1995,a16,A042670,20200922,18
1996,a16,A042700,20200724,1
1997,a16,A047050,20180913,6
1998,a16,A047810,20180928,1
1999,a16,A053300,20200601,2
2000,a16,A054780,20200722,1
2001,a16,A064350,20180912,12
2002,a16,A065450,20200925,4
2003,a16,A065530,20200521,3
2004,a16,A067900,20200811,1
2005,a16,A079370,20201218,1
2006,a16,A088350,20200527,3
2007,a16,A091990,20181001,22
2008,a16,A091990,20200218,20
2009,a16,A091990,20200325,1
2010,a16,A091990,20200330,1
2011,a16,A091990,20200527,4
2012,a16,A091990,20200623,5
2013,a16,A091990,20200805,1
2014,a16,A091990,20201006,2
2015,a16,A091990,20201119,3
2016,a16,A091990,20201126,2
2017,a16,A091990,20201202,4
2018,a16,A091990,20201210,5
2019,a16,A093370,20200527,3
2020,a16,A096770,20200326,1
2021,a16,A141080,20200929,1
2022,a16,A142280,20201008,7
2023,a16,A217270,20201218,1
2024,a16,A218410,20200722,1
2025,a16,A241560,20200604,3
2026,a16,A251270,20200708,12
2027,a16,A251270,20200727,1
2028,a16,A251270,20200729,1
2029,a16,A251270,20200821,1
2030,a16,A251270,20200903,1
2031,a16,A251270,20200908,4
2032,a16,A253840,20200825,7
2033,a16,A253840,20200904,2
2034,a16,A253840,20200910,8
2035,a16,A253840,20200923,6
2036,a16,A253840,20201119,1
2037,a16,A267270,20181102,31
2038,a16,A285130,20200701,5
2039,a16,A285130,20200911,1
2040,a16,A298050,20200615,1
2041,a16,A336260,20200728,1
2042,a16,A336260,20201020,23
2043,a16,A352820,20201106,2
2044,a16,A352820,20201120,8
2045,a16,A000240,20200731,2
2046,a16,A000270,20201217,1
2047,a16,A000660,20180912,1
2048,a16,A000660,20181005,19
2049,a16,A003670,20200317,2
2050,a16,A005160,20200720,4
2051,a16,A005290,20200710,1
2052,a16,A005290,20200821,2
2053,a16,A006120,20200724,7
2054,a16,A006120,20200813,7
2055,a16,A008350,20200409,1
2056,a16,A009540,20200602,2
2057,a16,A009830,20200908,1
2058,a17,A027580,20190514,1
2059,a17,A032640,20190315,15
2060,a17,A035720,20190308,2
2061,a17,A035720,20200810,7
2062,a17,A037030,20190514,1
2063,a17,A041190,20190514,2
2064,a17,A041190,20190620,3
2065,a17,A041930,20190329,7
2066,a17,A044340,20190306,7
2067,a17,A044340,20190319,3
2068,a17,A044340,20190329,1
2069,a17,A044340,20190517,98
2070,a17,A045520,20200203,100
2071,a17,A050890,20190612,52
2072,a17,A053280,20200916,6
2073,a17,A053590,20190516,1
2074,a17,A056190,20190612,8
2075,a17,A060150,20190516,296
2076,a17,A060260,20190325,2
2077,a17,A060260,20190329,4
2078,a17,A065530,20190514,1
2079,a17,A065530,20190523,74
2080,a17,A065950,20190306,4
2081,a17,A066570,20190306,23
2082,a17,A068290,20190528,7
2083,a17,A068930,20190312,3
2084,a17,A071460,20190517,4
2085,a17,A080470,20190325,5
2086,a17,A089590,20190415,1
2087,a17,A090350,20190527,1
2088,a17,A093370,20190517,17
2089,a17,A093370,20191022,55
2090,a17,A109820,20190523,2
2091,a17,A138080,20190329,1
2092,a17,A138080,20190409,15
2093,a17,A138080,20190524,1
2094,a17,A138080,20190530,28
2095,a17,A138080,20190814,11
2096,a17,A138080,20190903,225
2097,a17,A197210,20190813,1
2098,a17,A215380,20190517,6
2099,a17,A240810,20190329,7
2100,a17,A246710,20190521,96
2101,a17,A252670,20200814,4
2102,a17,A252670,20201013,3
2103,a17,A252670,20201022,6
2104,a17,A264450,20190319,3
2105,a17,A030200,20190319,9
2106,a17,A005930,20190906,6
2107,a17,A005930,20190814,15
2108,a17,A005930,20190307,17
2109,a17,A005380,20200807,1
2110,a17,A000660,20201020,17
2111,a17,A000660,20201007,3
2112,a17,A000660,20200810,32
2113,a17,A000660,20190321,36
2114,a17,A000660,20190315,2
2115,a17,A005930,20190920,227
2116,a17,A005930,20200903,60
2117,a17,A007110,20190409,3
2118,a17,A007660,20190408,2
2119,a17,A008700,20190515,1
2120,a17,A009150,20190529,15
2121,a17,A009150,20190927,2
2122,a17,A009150,20191022,36
2123,a17,A009620,20190410,4
2124,a17,A009830,20200917,3
2125,a17,A010170,20190523,2
2126,a17,A011200,20200807,1
2127,a17,A011280,20190813,25
2128,a17,A012340,20190403,1
2129,a17,A018620,20190319,1
2130,a17,A025320,20190329,1
2131,a18,A051910,20200918,26
2132,a18,A326030,20200702,48
2133,a18,A214450,20200903,1
2134,a18,A214450,20200629,37
2135,a19,A055550,20200622,87
2136,a19,A034730,20200811,76
2137,a19,A034730,20200713,17
2138,a19,A034730,20200108,89
2139,a19,A017670,20200814,44
2140,a19,A017670,20200506,64
2141,a19,A017670,20200409,5
2142,a19,A001450,20200103,68
2143,a19,A000810,20200518,11
2144,a19,A000810,20191129,110
2145,a19,A337140,20201215,7
2146,a19,A325020,20201118,26
2147,a19,A325010,20201208,1
2148,a19,A315960,20201208,15
2149,a19,A315930,20201210,1
2150,a19,A315930,20201208,1
2151,a19,A315930,20201119,9
2152,a19,A292150,20201208,15
2153,a19,A292150,20200909,57
2154,a19,A279530,20201117,9
2155,a19,A266410,20201123,14
2156,a19,A266390,20201210,10
2157,a19,A252670,20200601,57
2158,a19,A226490,20200512,10
2159,a19,A225040,20201119,3
2160,a19,A211900,20201204,14
2161,a19,A161510,20201113,15
2162,a19,A122630,20200601,120
2163,a19,A102970,20201119,11
2164,a19,A102780,20201125,12
2165,a19,A102780,20201016,27
2166,a19,A069500,20200922,44
2167,a19,A069500,20200522,6
2168,a20,A005490,20200529,128
2169,a20,A015760,20200529,134
2170,a20,A226490,20200529,144
2171,a21,A001680,20201203,7
2172,a21,A137400,20201113,13
2173,a21,A243840,20201113,12
2174,a21,A000660,20200228,197
2175,a22,A326030,20200702,3
2176,a22,A008770,20200325,17
2177,a22,A034020,20200421,31
2178,a22,A086280,20201013,1
2179,a22,A087260,20190924,194
2180,a23,A203650,20200518,5
2181,a23,A053350,20200518,5
2182,a23,A051905,20201127,11
2183,a23,A047040,20200820,53
2184,a23,A047040,20200622,31
2185,a23,A047040,20200228,67
2186,a23,A047040,20190619,60
2187,a23,A042510,20200518,5
2188,a23,A035890,20200527,118
2189,a23,A035600,20200224,2
2190,a23,A000140,20190730,17
2191,a23,A161510,20201201,3
2192,a23,A161510,20200605,104
2193,a23,A000660,20200731,72
2194,a23,A003555,20200528,106
2195,a23,A004090,20200108,1
2196,a23,A005380,20200525,121
2197,a23,A005490,20200731,60
2198,a23,A007310,20201020,20
2199,a23,A007540,20190823,1
2200,a23,A012690,20200203,13
2201,a23,A014680,20200811,64
2202,a23,A015760,20200731,60
2203,a23,A017670,20201030,4
2204,a23,A025980,20200306,82
2205,a23,A252670,20200824,5
2206,a23,A207940,20200410,57
2207,a23,A028260,20200305,83
2208,a23,A030200,20190710,162
2209,a23,A032830,20200622,101
2210,a23,A033780,20200527,111
2211,a23,A033780,20201127,5
2212,a23,A034730,20200609,19
2213,a23,A158430,20200518,5
2214,a23,A138580,20200518,5
2215,a23,A133750,20200526,1
2216,a23,A126560,20200715,109
2217,a23,A122630,20200228,93
2218,a23,A122630,20190917,6
2219,a23,A090435,20201127,5
2220,a23,A086790,20201201,3
2221,a23,A086790,20201023,9
2222,a23,A326030,20200702,2
2223,a23,A252670,20191121,65
2224,a23,A252670,20190930,27
2225,a23,A081660,20191001,24
2226,a23,A078935,20200527,107
2227,a23,A057030,20200526,1
2228,a23,A222420,20200529,20
2229,a23,A214180,20200518,5
2230,a23,A035420,20191114,3
2231,a24,A200230,20180405,7
2232,a24,A006490,20180413,1
2233,a25,A003670,20200907,9
2234,a25,A003550,20200921,33
2235,a25,A000660,20200728,90
2236,a25,A096770,20201117,5
2237,a25,A105560,20200605,44
2238,a25,A180640,20201117,12
2239,a25,A090460,20200812,3
2240,a25,A005387,20200728,74
2241,a26,A005930,20200611,41
2242,a26,A003490,20200807,1
2243,a26,A000890,20200318,54
2244,a26,A033780,20200917,37
2245,a26,A092130,20200916,38
2246,a26,A068760,20200611,41
2247,a26,A068330,20200826,14
2248,a26,A049720,20200915,41
2249,a26,A011170,20200504,121
2250,a26,A005940,20200611,41
2251,a27,A068270,20200709,103
2252,a27,A068760,20200709,95
2253,a27,A001440,20200724,80
2254,a28,A020150,20180327,76
2255,a28,A014200,20180611,165
2256,a28,A281820,20190321,25
2257,a28,A009150,20180328,31
2258,a28,A001340,20180612,398
2259,a28,A096530,20180510,419
2260,a28,A007070,20180604,2
2261,a28,A000990,20180326,47
2262,a28,A096630,20180426,436
2263,a28,A123420,20190322,145
2264,a28,A136490,20180531,2
2265,a28,A002140,20180419,15
2266,a28,A005870,20180326,33
2267,a28,A090410,20180515,182
2268,a28,A005930,20200310,151
2269,a28,A006400,20180326,33
2270,a28,A177830,20190326,9
2271,a28,A078150,20180727,4
2272,a28,A054050,20180618,331
2273,a28,A051910,20180326,631
2274,a29,A005930,20200228,69
2275,a29,A005490,20191025,11
2276,a29,A005300,20191111,31
2277,a29,A004270,20200527,7
2278,a29,A004270,20200330,3
2279,a29,A002700,20200608,40
2280,a29,A001060,20200305,5
2281,a29,A000660,20200610,108
2282,a29,A000660,20200227,9
2283,a29,A000660,20191111,3
2284,a29,A000660,20191021,5
2285,a29,A000080,20191126,58
2286,a29,A268600,20200408,3
2287,a29,A251270,20200806,6
2288,a29,A081660,20200604,87
2289,a29,A180640,20200326,1
2290,a29,A128940,20200514,18
2291,a29,A128940,20191216,58
2292,a29,A128940,20190917,37
2293,a29,A081660,20200417,7
2294,a29,A005930,20190722,37
2295,a29,A081660,20200406,2
2296,a29,A071280,20200730,7
2297,a29,A065950,20200720,2
2298,a29,A051910,20200810,59
2299,a29,A049770,20201020,25
2300,a29,A035420,20200710,6
2301,a29,A030520,20200828,1
2302,a29,A027740,20200622,28
2303,a29,A027740,20200401,4
2304,a29,A026890,20200730,11
2305,a29,A020560,20200305,6
2306,a29,A015760,20190723,80
2307,a29,A010950,20200103,48
2308,a29,A010950,20191101,37
2309,a29,A008770,20200619,19
2310,a29,A008770,20200512,17
2311,a29,A008350,20200406,1
2312,a29,A008350,20200401,2
